individualID,cfc_LMA_freshWeight,cfc_LMA_dryWeight,leafArea,leafMassPerArea,dryMassFraction,cfc_lignin_dryWeight,ligninPercent,cellulosePercent,decimalLatitude,decimalLongitude,coordinateUncertainty,elevationUncertainty,clipLength,clipWidth,subsample1Height,subsample2Height,subsample3Height,cfc_elements_dryWeight,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,cfc_chlorophyll_freshWeight,extractChlAConc,extractChlBConc,extractCarotConc,nitrogenPercent,carbonPercent,CNratio,uid,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,cfcOnlyTag,supportingStemIndividualID,previouslyTaggedAs,taxonID,scientificName,plotType,subtype,latitude,longitude,datum,utmZone,easting,northing,horzUncert,crdSource,elevation,vertUncert,nlcdClass,appMods,geometry,UTM_E,UTM_N,stemDiameter,height,baseCrownHeight,maxCrownDiameter,ninetyCrownDiameter
NEON.PLA.D02.SCBI.02369,3.449,1.191,21957.7,54.2,0.345,0.492,10.93,21.44,38.893934,-78.135517,20.2,0.26,NA,NA,13.6,NA,NA,0.108,0.26,1.3,2.17,0.36,0.12,1381.8,40,7.6,60.7,27.7,0.093,14.8,4.91,4.01,2.91,46.4,15.9,6548874b-3b3e-4f65-87fa-62c4a27a6db7,vst_SCBI_2014,D02,SCBI,SCBI_067,39,NA,59,12.7,265,NA,NA,NA,JUNI,Juglans nigra L.,tower,basePlot,38.894136,-78.135527,WGS84,17N,748431.014,4308929.836,0.16,GeoXH 6000,407.54,0.18,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.1355273777179, 38.8941356809132)",748418.3623273342,4308928.729122067,45.2,26.2,NA,NA,NA
NEON.PLA.D02.SCBI.02392,5.077,1.47,25350.8,58,0.29,0.518,18.98,21.44,38.893934,-78.135517,20.2,0.26,NA,NA,14.2,NA,NA,0.102,0.23,1.62,0.8,0.63,0.14,102.5,53.9,11.8,19.6,21.2,0.0975,9.79,3.14,2.5,2.12,46.73,22,89fb0019-f450-405b-85a0-5d5cb5d065dd,vst_SCBI_2014,D02,SCBI,SCBI_067,39,NA,59,5.4,206.3,NA,NA,NA,LITU,Liriodendron tulipifera L.,tower,basePlot,38.894136,-78.135527,WGS84,17N,748431.014,4308929.836,0.16,GeoXH 6000,407.54,0.18,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.1355273777179, 38.8941356809132)",748428.6214155696,4308924.994973276,37.8,26.2,NA,NA,NA
NEON.PLA.D02.SCBI.02267,3.472,1.339,15710.3,85.3,0.386,0.519,14.49,16.79,38.894261,-78.137200000000007,20.2,0.21,NA,NA,14.4,19.4,NA,0.107,0.18,1.35,0.62,0.32,0.13,134.6,43.2,5.5,22.3,22.8,0.0922,10.24,3.17,3.32,2.61,48.09,18.4,108a876f-27cf-4ab0-a263-2cad321b51bb,vst_SCBI_2014,D02,SCBI,SCBI_047,23,NA,43,11.7,252.8,N,NA,NA,JUNI,Juglans nigra L.,tower,basePlot,38.894248,-78.136991,WGS84,17N,748303.683,4308938.363,0.22,GeoXH 6000,398.44,0.27,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.1369907456403, 38.8942484210553)",748292.5062431631,4308934.903215814,NA,NA,NA,NA,NA
NEON.PLA.D02.SCBI.02256,4.076,1.303,22278.7,58.5,0.32,0.518,19.51,21.88,38.894261,-78.137200000000007,20.2,0.21,NA,NA,15.7,NA,NA,0.101,0.12,1.1,1.17,0.45,0.13,146.2,56.2,5.9,21.3,38,0.0794,10.99,3.73,2.52,2.53,48.39,19.1,4abd3b12-ddc4-4040-9442-def40254ee45,vst_SCBI_2014,D02,SCBI,SCBI_047,23,NA,23,6.2,43.3,NA,NA,NA,LITU,Liriodendron tulipifera L.,tower,basePlot,38.894076,-78.137231,WGS84,17N,748283.484,4308918.579,0.22,GeoXH 6000,394.81,0.3,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.137230529039, 38.894076068524)",748287.7360737883,4308923.091191097,47.4,25.2,NA,NA,NA
NEON.PLA.D02.SCBI.01655,2.433,1.202,19308.9,62.2,0.494,0.492,26.51,21.16,38.884907,-78.13032,20.3,0.36,NA,NA,8.2,NA,NA,0.106,0.16,0.72,1.01,0.25,0.13,165.4,55,8.3,44.3,29.4,0.0932,13.08,4.24,2.81,2.23,48.65,21.8,4404b65d-98e7-4822-b1de-be5a7ac8dfd2,vst_SCBI_2014,D02,SCBI,SCBI_007,40,NA,41,2.7,323.1,N,NA,NA,QURU,Quercus rubra L.,distributed,basePlot,38.884907,-78.13032,WGS84,17N,748914.934,4307919.678,0.26,GeoXH 6000,412.05,0.36,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1303202959128, 38.8849070918979)",748913.3128653916,4307921.837148578,54.1,29.6,NA,14.6,12
NEON.PLA.D02.SCBI.01630,3.216,1.073,19408.7,55.3,0.334,0.459,20.27,24.49,38.884907,-78.13032,20.3,0.36,NA,NA,15,NA,NA,0.102,0.17,0.81,1.41,0.48,0.14,650.4,76.8,10.6,17.7,67.6,0.0957,14.52,5.17,2.95,2.33,47.63,20.5,d2af9577-d63c-4fb4-90cf-871f4096cedb,vst_SCBI_2014,D02,SCBI,SCBI_007,41,NA,41,5.6,38.7,NA,NA,NA,LITU,Liriodendron tulipifera L.,distributed,basePlot,38.884907,-78.13032,WGS84,17N,748914.934,4307919.678,0.26,GeoXH 6000,412.05,0.36,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1303202959128, 38.8849070918979)",748918.4353588754,4307924.048410282,103.4,43.2,NA,23.4,21
NEON.PLA.D02.SCBI.01917,1.998,0.488,14877,32.8,0.244,0.513,15.15,20.41,38.88477,-78.12516,20.2,0.3,NA,NA,5.6,NA,NA,0.102,0.28,1.47,1.58,0.5,0.23,174.9,109.9,6.2,58.1,40.9,0.101,9.69,3.6,2.14,3.11,46.49,15,81db86ff-00f1-47a1-ae2b-8acc15ab61d9,vst_SCBI_2014,D02,SCBI,SCBI_010,41,NA,51,1.1,251,N,NA,NA,ACNEN,Acer negundo L. var. negundo,distributed,basePlot,38.884859,-78.125024,WGS84,17N,749374.553,4307928.81,0.19,GeoXH 6000,498.29,0.21,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1250243499196, 38.8848589890405)",749373.5129295668,4307928.45187503,26.5,7.6,NA,13.8,9.9
NEON.PLA.D02.SCBI.13017,1.685,0.698,16597.9,42,0.414,0.526,12.71,25.29,38.884907,-78.13032,20.3,0.36,NA,NA,6.3,NA,NA,0.102,0.18,1.17,1.21,0.35,0.15,99.8,53.7,5,40.8,22.2,0.0965,21.33,6.91,4.97,2.78,46.43,16.7,b400a8e3-020e-4915-b738-33be6b430716,vst_SCBI_2017,D02,SCBI,SCBI_007,41,NA,41,11,356.6,Y,NA,NA,CATO6,Carya tomentosa (Lam.) Nutt.,distributed,basePlot,38.884907,-78.13032,WGS84,17N,748914.934,4307919.678,0.26,GeoXH 6000,412.05,0.36,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.1303202959128, 38.8849070918979)",748914.2816298907,4307930.658638108,NA,NA,NA,NA,NA
NEON.PLA.D02.SCBI.13018,3.207,1.641,18349.7,89.4,0.512,0.513,26.64,18.93,38.883305,-78.120382,20.3,0.52,NA,NA,14.9,NA,NA,0.104,0.12,0.67,1.04,0.18,0.11,1320,50.7,8.7,48,69.7,0.1066,13.76,4.59,3,2.14,50.27,23.5,7f3d9991-13eb-4803-b9a8-4afd0536c0d0,vst_SCBI_2017,D02,SCBI,SCBI_003,31,NA,41,14,222.5,Y,NA,NA,QURU,Quercus rubra L.,distributed,basePlot,38.883305,-78.120382,WGS84,17N,749782.77,4307769.039,0.25,GeoXH 6000,567.66,0.52,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1203817439315, 38.8833051072067)",749773.3117370934,4307758.717117284,NA,NA,NA,NA,NA
NEON.PLA.D02.SCBI.13019,3.129,0.936,24330.6,38.5,0.299,0.465,24.87,21.12,38.883305,-78.120382,20.3,0.52,NA,NA,6.1,NA,NA,0.1,0.15,0.77,1.15,0.24,0.2,1002.9,61.2,6.2,27.7,29.4,0.1063,19.61,6.74,4.41,2.89,49.62,17.2,4b64d0b2-d8a5-4025-8a56-103fdf03da83,vst_SCBI_2017,D02,SCBI,SCBI_003,23,NA,51,12.6,164.2,Y,NA,NA,SASSA,Sassafras sp.,distributed,basePlot,38.883402,-78.120249,WGS84,17N,749793.922,4307780.161,0.24,GeoXH 6000,568.42,0.25,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1202492852785, 38.8834020373056)",749797.3527311127,4307768.037053281,NA,NA,NA,NA,NA
NEON.PLA.D02.SCBI.01594,2.23,0.935,16962.9,55.1,0.419,0.498,16.99,24.96,38.883305,-78.120382,20.3,0.52,NA,NA,4.3,NA,NA,0.104,0.11,1.56,1.1,0.33,0.13,202.7,63,7.8,58.4,23.2,0.0743,12.71,4.03,2.83,2.04,45.37,22.3,88c8963e-3057-4dc0-bd8b-e0508a617dc2,vst_SCBI_2014,D02,SCBI,SCBI_003,41,NA,51,4.2,256.6,NA,NA,NA,CAOV3,Carya ovalis (Wangenh.) Sarg.,distributed,basePlot,38.883402,-78.120249,WGS84,17N,749793.922,4307780.161,0.24,GeoXH 6000,568.42,0.25,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.1202492852785, 38.8834020373056)",749789.8363413116,4307779.187658805,13.2,9.3,NA,7.3,5.9
NEON.PLA.D05.STEI.03112,1.86,1.014,25151.6,40.3,0.545,0.473,27.02,19.62,45.82204,-90.089055,20.2,0.3,NA,NA,4.7,NA,NA,0.105,0.177,0.642,1.522,0.275,0.101,1148,85.3,11.2,35.7,35.2,0.0625,7.44,2.38,1.84,1.93,47.78,24.8,9bfdb214-0a59-47b9-8b87-6bbc44a84381,vst_STEI_2015,D05,STEI,STEI_009,32,NA,33,9.5,316.8,N,NA,NA,OSVI,Ostrya virginiana (Mill.) K. Koch,distributed,basePlot,45.821952,-90.088932,WGS84,16N,260054.065,5078906.419,0.25,Geo 7X (H-Star),509.53,0.35,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-90.088931618863, 45.8219524300416)",260047.56180249367,5078913.344201961,10.1,9.8,NA,5.5,4.4
NEON.PLA.D05.STEI.03102,3.51,1.446,21289.8,67.9,0.412,0.562,16.59,16.57,45.82204,-90.089055,20.2,0.3,NA,NA,13.7,NA,NA,0.106,0.316,1.027,1.517,0.432,0.063,215.3,58.6,16.1,59.2,34.2,0.061,9.36,3.32,1.96,2.55,48.18,18.9,ed0d1f6b-a2af-4467-b3b1-b1886abb7b84,vst_STEI_2015,D05,STEI,STEI_009,41,NA,51,8,252.7,N,NA,NA,TIAM,Tilia americana L.,distributed,basePlot,45.82213,-90.088924,WGS84,16N,260055.438,5078926.115,0.2,Geo 7X (H-Star),505.81,0.29,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-90.0889237683032, 45.8221299259793)",260047.79991360396,5078923.736001007,17.2,15.9,NA,5.5,3.7
NEON.PLA.D05.STEI.05149,2.47,1.18,10170.1,116,0.478,0.552,24.99,17.48,45.793823,-90.05393,20.2,0.3,NA,NA,22.2,NA,NA,0.11,0.182,0.997,0.529,0.117,0.1,1323.2,65,7.2,46.7,39.4,0.1008,10.62,3.03,2.1,2.71,50.07,18.5,5b8193b8-ec1d-4df4-8454-1b0d9f8f3361,vst_STEI_2015,D05,STEI,STEI_007,32,NA,51,19.1,183.5,N,NA,NA,QURU,Quercus rubra L.,distributed,basePlot,45.793902,-90.053801000000007,WGS84,16N,262663.735,5075685.051,0.19,GeoXH 6000,523.76,0.35,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-90.0538006241192, 45.7939021140645)",262662.56897289486,5075665.98662535,66.7,25.8,NA,NA,NA
NEON.PLA.D05.STEI.05168,3.14,1.698,16324.5,104,0.541,0.558,16.61,22.12,45.793823,-90.05393,20.2,0.3,NA,NA,22.6,NA,NA,0.103,0.143,0.66,0.78,0.29,0.119,74.7,1176.8,14.4,33.9,24.2,0.072,7.09,2.13,2.14,2.02,48.51,24.1,a7f6ec4d-7c25-45fa-8d38-0d440b82245a,vst_STEI_2015,D05,STEI,STEI_007,41,NA,51,4.8,213.6,N,NA,NA,FRPE,Fraxinus pennsylvanica Marshall,distributed,basePlot,45.793902,-90.053801000000007,WGS84,16N,262663.735,5075685.051,0.19,GeoXH 6000,523.76,0.35,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-90.0538006241192, 45.7939021140645)",262661.0787205636,5075681.052978044,32.2,24.5,NA,NA,NA
NEON.PLA.D05.STEI.05150,2.85,1.916,19787.6,96.8,0.672,0.546,13.41,15.97,45.793823,-90.05393,20.2,0.3,NA,NA,17.1,NA,NA,0.109,0.167,0.659,0.544,0.137,0.126,573.1,52.9,8.3,41.6,31.5,0.1127,10.89,3.26,2.96,1.91,49.48,25.9,129ff88c-91f5-4fbe-9a98-474e85c01877,vst_STEI_2015,D05,STEI,STEI_007,32,NA,51,19.8,196.1,N,NA,NA,ACSA3,Acer saccharum Marshall,distributed,basePlot,45.793902,-90.053801000000007,WGS84,16N,262663.735,5075685.051,0.19,GeoXH 6000,523.76,0.35,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-90.0538006241192, 45.7939021140645)",262658.24416986457,5075666.027572747,17.5,19.9,NA,NA,NA
NEON.PLA.D05.STEI.05374,3.07,1.536,6423.9,239,0.5,0.55,23.56,21.33,45.802507,-90.06211,20.2,0.47,NA,NA,13.5,NA,NA,0.109,0.103,0.596,0.212,0.108,0.093,883.1,56,6.9,17.5,47.7,0.0964,4.89,1.68,1.15,1.11,52.26,47,4e04e594-fdd3-4035-a187-63c2c464b3dd,vst_STEI_2015,D05,STEI,STEI_008,32,NA,32,10.6,313.3,N,NA,NA,PINUS,Pinus sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)",NA,NA,31.3,17.7,NA,7.1,6.3
NEON.PLA.D05.STEI.05374,3.07,1.536,6423.9,239,0.5,0.517,20.56,21.24,45.802507,-90.06211,20.2,0.47,NA,NA,13.5,NA,NA,0.109,0.103,0.596,0.212,0.108,0.093,883.1,56,6.9,17.5,47.7,0.0964,4.89,1.68,1.15,1.11,52.26,47,4e04e594-fdd3-4035-a187-63c2c464b3dd,vst_STEI_2015,D05,STEI,STEI_008,32,NA,32,10.6,313.3,N,NA,NA,PINUS,Pinus sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)",NA,NA,31.3,17.7,NA,7.1,6.3
NEON.PLA.D05.STEI.05382,4.51,2.105,22038.5,95.5,0.467,0.571,19.82,18.34,45.802507,-90.06211,20.2,0.47,NA,NA,12.5,NA,NA,0.104,0.277,1.22,0.588,0.16,0.07,1055.5,67.4,10.8,13.6,19.5,0.0988,15.28,4.02,3.55,2.68,49.8,18.6,65c6146c-58f8-40e7-b74d-a3c29f00c52e,vst_STEI_2015,D05,STEI,STEI_008,41,NA,41,9.7,231.1,N,NA,NA,QUMA2,Quercus macrocarpa Michx.,distributed,basePlot,45.802507,-90.06211,WGS84,16N,262054.66,5076665.777,0.23,GeoXH 6000,499.72,0.47,mixedForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-90.0621095282038, 45.8025070572535)",262047.1110414593,5076659.68575834,45,11.1,NA,10.2,8.8
NEON.PLA.D05.STEI.05383,0.49,0.217,1453.9,149.1,0.442,0.54,22.24,14.05,45.802507,-90.06211,20.2,0.47,NA,NA,11.9,NA,NA,0.103,0.162,0.58,0.821,0.105,0.083,1880,78.3,8.7,22,93.8,0.066,4,1.17,0.77,1.56,52.43,33.5,b6136660-1a96-4648-85e6-22d195d60aae,vst_STEI_2015,D05,STEI,STEI_008,41,NA,41,9.8,267.3,N,NA,NA,ABBA,Abies balsamea (L.) Mill.,distributed,basePlot,45.802507,-90.06211,WGS84,16N,262054.66,5076665.777,0.23,GeoXH 6000,499.72,0.47,mixedForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-90.0621095282038, 45.8025070572535)",262044.87087922537,5076665.315356783,20.9,17.7,NA,5.1,4.5
NEON.PLA.D05.STEI.05598,3.48,1.574,17288.5,91.1,0.452,0.498,27.88,16.13,45.508883,-89.588327,20.2,0.17,NA,NA,7.1,NA,NA,0.108,0.145,0.704,0.463,0.132,0.116,1216,82.5,5.6,46,64.7,0.1101,10.94,2.88,2.6,2.24,50.54,22.6,f7dc5c0c-db4e-49a8-8c9e-5f7c9f69a555,vst_STEI_2016,D05,STEI,STEI_059,23,NA,25,6.5,1.2,N,NA,NA,QURU,Quercus rubra L.,tower,basePlot,45.50871,-89.588066,WGS84,16N,297835.019,5042722.4,0.3,GeoXH 6000,473.49,0.27,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-89.5880656615817, 45.5087100137417)",297835.1551257292,5042728.898574443,30.3,12.2,NA,NA,NA
NEON.PLA.D05.STEI.01338,3.95,1.715,20681.7,82.9,0.434,0.518,27.17,14.53,45.505662,-89.587395,20.2,0.26,NA,NA,6.7,NA,NA,0.103,0.182,0.653,0.866,0.259,0.145,270.7,54.4,7.4,21,250.1,0.1008,11.72,3.29,3.18,2.02,50.94,25.2,5cc20e7a-a2fb-45af-87e8-9b31706ece7f,vst_STEI_2015,D05,STEI,STEI_053,39,NA,41,7.2,348.7,NA,NA,NA,POTR5,Populus tremuloides Michx.,tower,basePlot,45.505662,-89.587395,WGS84,16N,297876.459,5042382.119,0.17,GeoXH 6000,472.08,0.26,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-89.5873954225192, 45.5056622438852)",297875.04818776145,5042389.179425541,11.8,12.8,NA,NA,NA
NEON.PLA.D05.STEI.03471,4.554,1.906,20469.1,93.1,0.418,0.512,24.1,15.99,45.824937,-90.072611,20.2,0.28,NA,NA,16,NA,NA,0.107,0.196,1.101,0.82,0.224,0.162,212.5,54,15.4,35.6,306.8,0.1186,12.08,3.11,2.97,2.49,50.3,20.2,043fe319-bd53-496d-9811-c93d43909376,vst_STEI_2015,D05,STEI,STEI_003,31,NA,31,9.1,12.1,N,NA,NA,POTR5,Populus tremuloides Michx.,distributed,basePlot,45.824844,-90.072738,WGS84,16N,261324.335,5079179.058,0.25,GeoXH 6000,502.96,0.44,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-90.0727376201675, 45.824843499348)",261326.24252892242,5079187.955827455,22.2,17,NA,6.5,4.9
NEON.PLA.D05.STEI.03444,3.35,1.548,22038.7,70.2,0.462,0.502,15.52,13.17,45.824937,-90.072611,20.2,0.28,NA,NA,14,NA,NA,0.106,0.219,0.488,0.877,0.183,0.106,1219.4,56.5,6.3,41.1,34.7,0.1011,6.28,1.88,2.03,1.51,49.67,32.8,a05bdda0-f42a-4329-baa6-335b36a1448f,vst_STEI_2015,D05,STEI,STEI_003,41,NA,51,4.7,201.1,N,NA,NA,ACSA3,Acer saccharum Marshall,distributed,basePlot,45.825027,-90.072471,WGS84,16N,261345.83,5079198.596,0.17,GeoXH 6000,504.9,0.3,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-90.0724709625686, 45.8250265379293)",261344.1380150018,5079194.211118386,19.5,15,NA,6.2,3.7
NEON.PLA.D05.STEI.03752,3.679,1.68,20042.1,83.8,0.457,0.51,21.08,15.08,45.817469,-90.078389,20.3,0.43,NA,NA,17.6,NA,NA,0.102,0.183,0.642,0.862,0.238,0.1,177.9,126.1,9.9,18.6,158.9,0.0958,5.26,1.38,1.37,2.54,50.5,19.9,39b25d74-0e1f-4be2-a4fa-8111e77e2b88,vst_STEI_2015,D05,STEI,STEI_006,40,NA,49,10.1,114.2,N,NA,NA,POTR5,Populus tremuloides Michx.,distributed,basePlot,45.817542,-90.078522,WGS84,16N,260843.738,5078385.221,0.16,GeoXH 6000,505.46,0.36,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-90.0785222449099, 45.8175423283679)",260852.95041317336,5078381.080777358,24.6,18.1,NA,5.6,5.2
NEON.PLA.D05.STEI.03752,3.679,1.68,20042.1,83.8,0.457,0.51,21.08,15.08,45.817469,-90.078389,20.3,0.43,NA,NA,17.6,NA,NA,0.102,0.183,0.642,0.862,0.238,0.1,177.9,126.1,9.9,18.6,158.9,0.0958,5.26,1.38,1.37,2.54,50.57,19.9,39b25d74-0e1f-4be2-a4fa-8111e77e2b88,vst_STEI_2015,D05,STEI,STEI_006,40,NA,49,10.1,114.2,N,NA,NA,POTR5,Populus tremuloides Michx.,distributed,basePlot,45.817542,-90.078522,WGS84,16N,260843.738,5078385.221,0.16,GeoXH 6000,505.46,0.36,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-90.0785222449099, 45.8175423283679)",260852.95041317336,5078381.080777358,24.6,18.1,NA,5.6,5.2
NEON.PLA.D05.STEI.03709,3.632,1.407,23935.7,58.8,0.387,0.513,25.27,12.94,45.817469,-90.078389,20.3,0.43,NA,NA,11.8,NA,NA,0.108,0.172,0.863,0.675,0.283,0.094,875.1,99.2,8.9,37.4,263,0.1024,13.54,4.09,3.18,2.11,49.55,23.5,3b251e21-ecf6-4a8f-8d48-0068a0c99492,vst_STEI_2015,D05,STEI,STEI_006,32,NA,33,12.6,312.8,N,NA,NA,BEPA,Betula papyrifera Marshall,distributed,basePlot,45.817366,-90.078253,WGS84,16N,260863.939,5078364.849,0.2,GeoXH 6000,504.92,0.41,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-90.0782524897104, 45.8173662346397)",260854.69400370726,5078373.409960434,11.4,13.2,NA,4.8,4.6
NEON.PLA.D05.STEI.03705,2.815,1.21,25821.1,46.9,0.43,0.501,23.52,22.55,45.817469,-90.078389,20.3,0.43,NA,NA,12.3,NA,NA,0.104,0.153,0.824,0.71,0.231,0.107,95.4,99.3,20.3,39.4,21.6,0.0829,14.96,5.11,3.11,2.18,49.49,22.7,aba28cc3-c909-4348-aa32-d69c819d3824,vst_STEI_2015,D05,STEI,STEI_006,32,NA,33,8,290.7,N,NA,NA,FRPE,Fraxinus pennsylvanica Marshall,distributed,basePlot,45.817366,-90.078253,WGS84,16N,260863.939,5078364.849,0.2,GeoXH 6000,504.92,0.41,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-90.0782524897104, 45.8173662346397)",260856.45544775337,5078367.676798751,14.1,13.3,NA,5.3,4.6
NEON.PLA.D05.STEI.03705,2.815,1.21,25821.1,46.9,0.43,0.501,23.52,22.55,45.817469,-90.078389,20.3,0.43,NA,NA,12.3,NA,NA,0.105,0.159,0.851,0.75,0.238,0.105,101.1,107.7,20.5,40.3,20.1,0.0829,14.96,5.11,3.11,2.18,49.49,22.7,aba28cc3-c909-4348-aa32-d69c819d3824,vst_STEI_2015,D05,STEI,STEI_006,32,NA,33,8,290.7,N,NA,NA,FRPE,Fraxinus pennsylvanica Marshall,distributed,basePlot,45.817366,-90.078253,WGS84,16N,260863.939,5078364.849,0.2,GeoXH 6000,504.92,0.41,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-90.0782524897104, 45.8173662346397)",260856.45544775337,5078367.676798751,14.1,13.3,NA,5.3,4.6
NEON.PLA.D05.STEI.05482,3.48,1.679,19339,86.8,0.483,0.515,19.87,13.73,45.797893,-90.064147,20.2,0.28,NA,NA,17.3,NA,NA,0.107,0.218,0.899,0.795,0.16,0.076,179.1,65.3,12.7,23.2,162.6,0.0894,9.18,2.63,2.53,2.51,51.78,20.7,c45c0c14-7b63-4733-8a50-31ac76a928ae,vst_STEI_2015,D05,STEI,STEI_004,32,NA,33,5.8,287.8,N,NA,NA,POGR4,Populus grandidentata Michx.,distributed,basePlot,45.797795,-90.064028,WGS84,16N,261885.498,5076148.019,0.28,GeoXH 6000,509.25,0.38,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-90.0640279976966, 45.79779523439)",261879.9756495221,5076149.792032769,NA,NA,NA,NA,NA
NEON.PLA.D05.STEI.05483,3.415,1.498,21489.8,69.7,0.439,0.517,11.99,23.6,45.797893,-90.064147,20.2,0.28,NA,NA,13.8,NA,NA,0.108,0.198,0.787,1.336,0.417,0.072,78.5,55.8,18.4,41.9,23,0.066,7.81,2.47,2.24,2.07,46.54,22.5,f56ddd22-a25a-4a57-bd6e-ff9ba443ce45,vst_STEI_2015,D05,STEI,STEI_004,31,NA,31,5.9,72,N,NA,NA,FRPE,Fraxinus pennsylvanica Marshall,distributed,basePlot,45.797789,-90.064258,WGS84,16N,261867.62,5076148.005,0.26,GeoXH 6000,512.19,0.34,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-90.0642577103288, 45.7977889422907)",261873.23123344613,5076149.828200267,NA,NA,NA,NA,NA
NEON.PLA.D05.STEI.05479,3.733,1.826,21381.2,85.4,0.489,0.518,26.69,13.53,45.797893,-90.064147,20.2,0.28,NA,NA,17.2,NA,NA,0.109,0.209,0.84,1.122,0.162,0.079,232,55.6,10.9,19.2,193.1,0.1005,8.39,2.65,2.05,2.43,50.04,20.6,3641b58e-b07b-4515-a8af-04a8450d52d7,vst_STEI_2015,D05,STEI,STEI_004,32,NA,33,9.9,316.6,N,NA,NA,POGR4,Populus grandidentata Michx.,distributed,basePlot,45.797795,-90.064028,WGS84,16N,261885.498,5076148.019,0.28,GeoXH 6000,509.25,0.38,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-90.0640279976966, 45.79779523439)",261878.69583364303,5076155.212089243,NA,NA,NA,NA,NA
NEON.PLA.D05.STEI.02177,2.56,1.12,16789.8,66.7,0.438,0.515,14.78,13.42,45.797373,-90.092311,20.3,0.41,NA,NA,15,NA,NA,0.103,0.161,0.677,1.084,0.199,0.099,940.7,79.2,8.6,41.1,33.7,0.107,10.5,3.02,2.81,1.79,48.03,26.9,59efabd0-6bd6-420b-9ca2-a2b3051d4fdf,vst_STEI_2015,D05,STEI,STEI_002,41,NA,51,9.5,227.7,N,NA,NA,ACSA3,Acer saccharum Marshall,distributed,basePlot,45.797495,-90.09217,WGS84,16N,259697.277,5076198.999,0.22,GeoXH 6000,521.87,0.24,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-90.0921698855538, 45.7974952572376)",259690.2505045977,5076192.605381122,NA,NA,NA,NA,NA
NEON.PLA.D05.STEI.02103,1.809,0.809,25663.7,31.5,0.447,0.525,23.74,24.18,45.797373,-90.092311,20.3,0.41,NA,NA,10.2,NA,NA,0.107,0.187,0.706,1.63,0.345,0.098,1350.6,82.5,8.8,29,25.5,0.0676,13.51,4.74,3.08,2.48,47.34,19.1,a27e0a38-4b44-447d-90b3-d521feac3af5,vst_STEI_2015,D05,STEI,STEI_002,31,NA,31,11.7,62,N,NA,NA,OSVI,Ostrya virginiana (Mill.) K. Koch,distributed,basePlot,45.797289,-90.092432,WGS84,16N,259676.022,5076176.836,0.18,GeoXH 6000,524.7,0.25,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-90.0924319593077, 45.7972886681398)",259686.35248683643,5076182.328817285,NA,NA,NA,NA,NA
